"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_4.757",9.29977152505579,1.87481570916412,0.383688085471118,4.886301608407,1.02747760143518e-06,0.000142466670407953,"sp|A6H619|PHRF1_MOUSE",1.54e-07,"PHD and RING finger domain-containing protein 1 OS=Mus musculus GN=Phrf1 PE=1 SV=2","tr|A0A2B4S1Z8|A0A2B4S1Z8_STYPI",2.6e-122,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene10680 PE=4 SV=1","ref|XP_020613745.1|",0,"uncharacterized protein LOC110051971 [Orbicella faveolata]","GO:0046872; GO:0019904; GO:0070063; GO:0006397; GO:0006366",""
"evm.TU.chromosome_14.6738",27.5906190164025,1.95802104714875,0.40172475050789,4.87403637608407,1.09340842983562e-06,0.000149378886958425,"sp|E2RYF8|TPX2_PATPE",1.51e-78,"Targeting protein for Xklp2 homolog OS=Patiria pectinifera GN=TPX2 PE=2 SV=1","tr|A0A2B4SNC5|A0A2B4SNC5_STYPI",0,"Targeting protein for Xklp2-like OS=Stylophora pistillata GN=TPX2 PE=4 SV=1","ref|XP_020625290.1|",0,"targeting protein for Xklp2 homolog [Orbicella faveolata]","GO:0005737; GO:0005874; GO:0005634; GO:0005819; GO:0032147; GO:0060236","GO:0005874; GO:0005819; GO:0032147; GO:0060236"
"evm.TU.chromosome_12.1906",46.9553062008477,1.23599057564957,0.255254463689638,4.84218985941968,1.28415974073267e-06,0.000170426342734378,"sp|Q8BM75|ARI5B_MOUSE",6.27e-46,"AT-rich interactive domain-containing protein 5B OS=Mus musculus GN=Arid5b PE=1 SV=3","tr|A0A2B4ST74|A0A2B4ST74_STYPI",0,"AT-rich interactive domain-containing protein 5B OS=Stylophora pistillata GN=ARID5B PE=4 SV=1","ref|XP_020619154.1|",0,"AT-rich interactive domain-containing protein 5B-like [Orbicella faveolata]","GO:0005634; GO:0003677; GO:0000977; GO:0003713; GO:0044212; GO:0001227; GO:0060612; GO:0030325; GO:0048468; GO:1990830; GO:0060325; GO:0045444; GO:0060613; GO:0008585; GO:0010761; GO:0001822; GO:0008584; GO:0035264; GO:0048644; GO:0000122; GO:0006807; GO:0060021; GO:0048008; GO:0051091; GO:0009791; GO:0006357; GO:0048705; GO:0006351","GO:0005634; GO:0003682; GO:0003677; GO:0006355"
"evm.TU.chromosome_13.2332",43.5310602712508,-1.96967137567915,0.407299500323092,-4.83592877996832,1.32525368940599e-06,0.000172245733260345,"sp|P42674|BP10_PARLI",3.75e-39,"Blastula protease 10 OS=Paracentrotus lividus GN=BP10 PE=2 SV=1","tr|A0A2B4SCZ4|A0A2B4SCZ4_STYPI",0,"Protein SpAN OS=Stylophora pistillata GN=SPAN PE=4 SV=1","ref|XP_020626747.1|",0,"zinc metalloproteinase nas-13-like isoform X2 [Orbicella faveolata]","GO:0005938; GO:0005615; GO:0048471; GO:0004222; GO:0008270","GO:0004222; GO:0008270"
"evm.TU.chromosome_9.2583",25.9195090734867,1.76286144785983,0.364643553443181,4.83447857836467,1.3349507852255e-06,0.000172245733260345,"sp|Q6PR54|RIF1_MOUSE",6.29e-170,"Telomere-associated protein RIF1 OS=Mus musculus GN=Rif1 PE=1 SV=2","tr|A0A2B4S9E8|A0A2B4S9E8_STYPI",0,"Telomere-associated protein RIF1 OS=Stylophora pistillata GN=RIF1 PE=4 SV=1","ref|XP_022791524.1|",0,"telomere-associated protein RIF1-like isoform X3 [Stylophora pistillata]","GO:0000781; GO:0000793; GO:0005737; GO:0001939; GO:0001940; GO:0016604; GO:0000790; GO:0031965; GO:0005634; GO:0005886; GO:0035861; GO:0051233; GO:0007049; GO:0006974; GO:1990830; GO:0006348; GO:0006281; GO:2000042; GO:0000122; GO:2001034; GO:0051574; GO:0045830; GO:0019827; GO:0000723; GO:0043247",""
"evm.TU.chromosome_4.1395",47.1777660907638,1.484222843202,0.311669581545676,4.76216779270286,1.91524326453634e-06,0.000243734382569076,"sp|Q640I9|KDM2B_XENLA",0,"Lysine-specific demethylase 2B OS=Xenopus laevis GN=kdm2b PE=2 SV=1","tr|A0A2B4SSA5|A0A2B4SSA5_STYPI",0,"Lysine-specific demethylase 2B OS=Stylophora pistillata GN=kdm2b PE=4 SV=1","ref|XP_020621207.1|",0,"lysine-specific demethylase 2B-like [Orbicella faveolata]","GO:0005730; GO:0003677; GO:0051864; GO:0019843; GO:0008270; GO:0006355; GO:0006351","GO:0005634; GO:0003677; GO:0008168; GO:0008270"
"evm.TU.chromosome_5.1888",83.505312428639,0.887409258064858,0.18687201212003,4.74875423022075,2.04673484764116e-06,0.000256948199116032,"sp|O88974|SETB1_MOUSE",1.23e-77,"Histone-lysine N-methyltransferase SETDB1 OS=Mus musculus GN=Setdb1 PE=1 SV=1","tr|A0A2B4S578|A0A2B4S578_STYPI",0,"Homeodomain-interacting protein kinase 2 OS=Stylophora pistillata GN=HIPK2 PE=4 SV=1","ref|XP_020605039.1|",0,"uncharacterized protein LOC110043879 isoform X2 [Orbicella faveolata]","GO:0005694; GO:0005829; GO:0043231; GO:0005654; GO:0005634; GO:0005886; GO:0003682; GO:0003677; GO:0018024; GO:1990841; GO:0008270; GO:0060348; GO:0036124; GO:0001833; GO:0000122; GO:0090309; GO:0007265; GO:0006351","GO:0005634; GO:0005524; GO:0003677; GO:0008168; GO:0004672"
"evm.TU.chromosome_3.2012",5.44334391795061,3.11548927426192,0.66099264611484,4.71334937321018,2.43677868469832e-06,0.000301835653077965,"sp|Q9Z1N2|ORC1_MOUSE",2.17e-156,"Origin recognition complex subunit 1 OS=Mus musculus GN=Orc1 PE=1 SV=2","tr|A0A2B4SQH4|A0A2B4SQH4_STYPI",0,"Origin recognition complex subunit 1 OS=Stylophora pistillata GN=ORC1 PE=4 SV=1","ref|XP_020607539.1|",0,"origin recognition complex subunit 1-like isoform X2 [Orbicella faveolata]","GO:0005829; GO:0000784; GO:0005664; GO:0005730; GO:0005634; GO:0000808; GO:0005886; GO:0005524; GO:0003682; GO:0003677; GO:0006260","GO:0005524; GO:0051301; GO:0006270"
"evm.TU.chromosome_4.1584",5.12822951209636,-3.60427897374903,0.7675145120259,-4.69604016246589,2.65253408570476e-06,0.000324237390213121,NA,NA,NA,"tr|A0A2B4SAI3|A0A2B4SAI3_STYPI",3.87e-50,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene9756 PE=4 SV=1","ref|XP_020609873.1|",3.62e-65,"uncharacterized protein LOC110048424 [Orbicella faveolata]",NA,"GO:0042754; GO:0045892"
"evm.TU.chromosome_5.2478",22.1309618398426,1.16363666062731,0.248440137208982,4.68377080169011,2.81644930461896e-06,0.000339802779739092,"sp|Q6NU13|SPT2_XENLA",1.32e-13,"Protein SPT2 homolog OS=Xenopus laevis GN=spty2d1 PE=2 SV=1","tr|A0A2B4S9H2|A0A2B4S9H2_STYPI",4.18e-103,"Protein SPT2-like OS=Stylophora pistillata GN=spty2d1 PE=4 SV=1","ref|XP_020620585.1|",0,"protein SPT2 homolog [Orbicella faveolata]","GO:0005730; GO:0003677; GO:0042393; GO:0001042; GO:0043486; GO:0006334; GO:0010847; GO:0006355; GO:0006351",""
"evm.TU.chromosome_3.1568",8.92475742608382,-3.1512012370536,0.677679499089648,-4.64998755501195,3.31955058871751e-06,0.000380723765051675,NA,NA,NA,"tr|A0A2B4RYI9|A0A2B4RYI9_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene13887 PE=4 SV=1","gb|PFX21620.1|",0,"hypothetical protein AWC38_SpisGene13887 [Stylophora pistillata]",NA,"GO:0016021"
"evm.TU.chromosome_9.969",10.6506227795638,1.70324293788274,0.367278867550872,4.63746512082354,3.52708106097277e-06,0.000399592476298013,"sp|Q9H0H5|RGAP1_HUMAN",8.88e-154,"Rac GTPase-activating protein 1 OS=Homo sapiens GN=RACGAP1 PE=1 SV=1","tr|A7RHX5|A7RHX5_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g238395 PE=4 SV=1","ref|XP_022788752.1|",0,"rac GTPase-activating protein 1-like [Stylophora pistillata]","GO:0001669; GO:0097149; GO:0032154; GO:0005737; GO:0005829; GO:0070062; GO:0031234; GO:0090543; GO:0005874; GO:0030496; GO:0072686; GO:0005654; GO:0005634; GO:0051233; GO:0043014; GO:0048487; GO:0043015; GO:0005096; GO:0046872; GO:0008017; GO:0005547; GO:0019901; GO:0000915; GO:0019886; GO:0035556; GO:0007018; GO:0000281; GO:0051256; GO:0007405; GO:0032467; GO:0051988; GO:0045995; GO:0051056; GO:0006890; GO:0007283; GO:0008272","GO:0005737; GO:0046872; GO:0035556; GO:0043087"
"evm.TU.chromosome_10.2355",433.157066385733,1.18754253403944,0.258398528168994,4.59577901799343,4.31135437205264e-06,0.000482560025498422,"sp|Q9QZQ1|AFAD_MOUSE",0,"Afadin OS=Mus musculus GN=Afdn PE=1 SV=3","tr|A0A2B4SX83|A0A2B4SX83_STYPI",0,"Afadin OS=Stylophora pistillata GN=MLLT4 PE=4 SV=1","ref|XP_015773177.1|",0,"PREDICTED: afadin-like [Acropora digitifera]","GO:0005912; GO:0043296; GO:0045177; GO:0030054; GO:0005913; GO:0005911; GO:0005737; GO:0005829; GO:0016607; GO:0005654; GO:0005886; GO:0045296; GO:0050839; GO:0017016; GO:0034334; GO:0048854; GO:0007155; GO:0021987; GO:0090557; GO:0048872; GO:0060563; GO:0043547; GO:1902414; GO:0060019; GO:0070445; GO:0032880; GO:0007165; GO:0021537",""
"evm.TU.chromosome_12.3526",39.1822213172702,1.48358337199808,0.32546944870491,4.55828766079726,5.15723694447729e-06,0.000570365847788024,"sp|Q02241|KIF23_HUMAN",0,"Kinesin-like protein KIF23 OS=Homo sapiens GN=KIF23 PE=1 SV=3","tr|A0A2B4RXI7|A0A2B4RXI7_STYPI",0,"Kinesin-like protein KIF23 OS=Stylophora pistillata GN=KIF23 PE=4 SV=1","ref|XP_022797908.1|",0,"kinesin-like protein KIF23 [Stylophora pistillata]","GO:0097149; GO:0005813; GO:0005829; GO:0090543; GO:0005925; GO:0045171; GO:0005871; GO:0005874; GO:0030496; GO:0072686; GO:0005654; GO:0005634; GO:0005819; GO:0005524; GO:0016887; GO:0008017; GO:0003777; GO:0000915; GO:0019886; GO:0007018; GO:0000281; GO:0000022; GO:0051256; GO:0072383; GO:0032467; GO:0006890","GO:0005634; GO:0005524; GO:0008017; GO:0003777; GO:0000915; GO:0072383; GO:0006355"
"evm.TU.chromosome_14.6901",13.2021620319642,2.96055849662251,0.649847561214669,4.55577380499628,5.21930786494982e-06,0.000570439647828045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_4.1105",144.330888393515,2.77154558550476,0.610746018560289,4.53796750413229,5.67990100908428e-06,0.000613561399702243,"sp|Q27084|TAL2_TACTR",1.84e-77,"Tachylectin-2 OS=Tachypleus tridentatus PE=1 SV=1","tr|A0A0A8ICB3|A0A0A8ICB3_ACRTE",9.92e-143,"N-acetyl-D-galactosamine binding lectin OS=Acropora tenuis GN=AtTL-2 PE=2 SV=1","dbj|BAP91283.1|",1.54e-142,"N-acetyl-D-galactosamine binding lectin precursor [Acropora tenuis]","GO:0005576; GO:0030246; GO:0045087","GO:0030246"
"evm.TU.chromosome_6.1110",26.8996791985991,1.70002687319721,0.375576538911988,4.52644586938799,5.99839547856479e-06,0.000640518321791573,"sp|Q9BW71|HIRP3_HUMAN",1.9e-13,"HIRA-interacting protein 3 OS=Homo sapiens GN=HIRIP3 PE=1 SV=3","tr|A0A2B4SJB7|A0A2B4SJB7_STYPI",3.69e-119,"HIRA-interacting protein 3 OS=Stylophora pistillata GN=HIRIP3 PE=4 SV=1","ref|XP_020620352.1|",1.55e-141,"HIRA-interacting protein 3-like [Orbicella faveolata]","GO:0005730; GO:0005634; GO:0006333",""
"evm.TU.chromosome_3.741",112.205105402908,1.22171948542066,0.272459580411128,4.4840393704532,7.32431394717463e-06,0.000756031961880581,"sp|P49321|NASP_HUMAN",1.43e-38,"Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2","tr|A0A2B4S7V3|A0A2B4S7V3_STYPI",8.81e-133,"Nuclear autoantigenic sperm protein OS=Stylophora pistillata GN=NASP PE=4 SV=1","ref|XP_020627275.1|",7.51e-165,"histone-binding protein N1/N2-like [Orbicella faveolata]","GO:0005737; GO:0000790; GO:0005654; GO:0005634; GO:0043234; GO:0042393; GO:0051879; GO:0032403; GO:0001824; GO:0007049; GO:0008283; GO:0006260; GO:0006335; GO:0006336; GO:0043486; GO:0008584; GO:0006334; GO:0015031; GO:0033574",""
"evm.TU.chromosome_11.1017",149.712184640238,1.05729161832687,0.237714404374363,4.44773896268316,8.67788959547639e-06,0.000885907630131601,"sp|Q9NRL2|BAZ1A_HUMAN",6.08e-103,"Bromodomain adjacent to zinc finger domain protein 1A OS=Homo sapiens GN=BAZ1A PE=1 SV=2","tr|A0A2B4SMH4|A0A2B4SMH4_STYPI",0,"Bromodomain adjacent to zinc finger domain protein 1A OS=Stylophora pistillata GN=Baz1a PE=4 SV=1","ref|XP_020627851.1|",0,"bromodomain adjacent to zinc finger domain protein 1A-like [Orbicella faveolata]","GO:0016590; GO:0008623; GO:0046872; GO:0006338; GO:0006261; GO:0006355; GO:0006351","GO:0005634; GO:0046872"
"evm.TU.chromosome_4.1339",23.872975918589,1.74069821971866,0.394471769278845,4.41273205152533,1.02074295288814e-05,0.00101964537982052,"sp|P85107|TGS1_RAT",2.82e-99,"Trimethylguanosine synthase OS=Rattus norvegicus GN=Tgs1 PE=1 SV=1","tr|A0A2B4S0H4|A0A2B4S0H4_STYPI",0,"Trimethylguanosine synthase OS=Stylophora pistillata GN=Tgs1 PE=4 SV=1","ref|XP_020601846.1|",0,"uncharacterized protein LOC110040927 [Orbicella faveolata]","GO:0015030; GO:0005737; GO:0005829; GO:0005615; GO:0005730; GO:0005634; GO:0071164; GO:0036261; GO:0009452; GO:0006355; GO:0006351","GO:0008168; GO:0009452; GO:0001510"
"evm.TU.chromosome_3.15",5.0553224353062,2.18352881020765,0.495801222846457,4.4040407921379,1.0625295047064e-05,0.00105009564880026,"sp|Q8BH88|DEP1B_MOUSE",1.3e-71,"DEP domain-containing protein 1B OS=Mus musculus GN=Depdc1b PE=2 SV=1","tr|A0A2B4S236|A0A2B4S236_STYPI",0,"DEP domain-containing protein 1B OS=Stylophora pistillata GN=Depdc1b PE=4 SV=1","ref|XP_020625324.1|",0,"DEP domain-containing protein 1B-like isoform X2 [Orbicella faveolata]","GO:0005622; GO:0005096; GO:0016477; GO:0035556; GO:0030177; GO:0007165","GO:0005622; GO:0035556"
"evm.TU.chromosome_3.1787",18.2254912737968,-1.74121442704256,0.395687267133799,-4.4004813186313,1.08011026709069e-05,0.0010562341453971,"sp|Q8N6F8|MET27_HUMAN",1.18e-10,"Methyltransferase-like protein 27 OS=Homo sapiens GN=METTL27 PE=1 SV=2","tr|A0A2B4SN72|A0A2B4SN72_STYPI",3.23e-107,"Malonyl-[acyl-carrier protein] O-methyltransferase 2 OS=Stylophora pistillata GN=bioC2 PE=4 SV=1","ref|XP_020624789.1|",1.89e-144,"uncharacterized protein LOC110062254 [Orbicella faveolata]","","GO:0008168"
"evm.TU.chromosome_14.178",10.2416364293962,2.47025617619346,0.564895791787496,4.37294136742786,1.225836546686e-05,0.00116204301211356,NA,NA,NA,"tr|A0A2B4S1X3|A0A2B4S1X3_STYPI",7.27e-85,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene12419 PE=4 SV=1","ref|XP_020631019.1|",7.43e-114,"uncharacterized protein LOC110068002 [Orbicella faveolata]",NA,"GO:0003676; GO:0008270"
"evm.TU.chromosome_3.386",24.8453783823959,-1.11839766952488,0.255675810217065,-4.37428033796148,1.21833731494057e-05,0.00116204301211356,"sp|Q9JHU4|DYHC1_MOUSE",0,"Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2","tr|A0A2B4SQK7|A0A2B4SQK7_STYPI",0,"Cytoplasmic dynein 1 heavy chain 1 OS=Stylophora pistillata GN=Dync1h1 PE=4 SV=1","ref|XP_022782112.1|",0,"cytoplasmic dynein 1 heavy chain 1-like isoform X2 [Stylophora pistillata]","GO:0005813; GO:0005737; GO:0005868; GO:0031012; GO:0030175; GO:0005874; GO:0005524; GO:0008569; GO:0045505; GO:0045503; GO:0051959; GO:0051301; GO:0003341; GO:0031122; GO:0033962; GO:0051293; GO:0072382; GO:0032388; GO:1905832; GO:0090235; GO:0060236; GO:0034063","GO:0030286; GO:0005524; GO:0016887; GO:0003777; GO:0003723; GO:0007018"
"evm.TU.chromosome_7.2419",94.7983613073608,0.987533146071471,0.226569704036368,4.35862839770033,1.30880127391678e-05,0.00122815796309969,"sp|P53804|TTC3_HUMAN",9.51e-65,"E3 ubiquitin-protein ligase TTC3 OS=Homo sapiens GN=TTC3 PE=1 SV=2","tr|A0A2B4S6E2|A0A2B4S6E2_STYPI",0,"E3 ubiquitin-protein ligase TTC3 OS=Stylophora pistillata GN=TTC3 PE=4 SV=1","gb|PFX24055.1|",0,"E3 ubiquitin-protein ligase TTC3-like [Stylophora pistillata]","GO:0005829; GO:0005730; GO:0005634; GO:0046872; GO:0004842; GO:0070936; GO:0006511","GO:0016874"
"evm.TU.chromosome_4.1310",20.7864070355709,1.81285721121523,0.416331737519749,4.35435746987517,1.33457778176957e-05,0.00123982275926393,"sp|Q9NQR1|KMT5A_HUMAN",1.9e-59,"N-lysine methyltransferase KMT5A OS=Homo sapiens GN=KMT5A PE=1 SV=3","tr|A0A2B4S1U1|A0A2B4S1U1_STYPI",1.88e-114,"N-lysine methyltransferase SETD8 OS=Stylophora pistillata GN=setd8 PE=4 SV=1","ref|XP_020616700.1|",2.4e-141,"N-lysine methyltransferase KMT5A-like isoform X2 [Orbicella faveolata]","GO:0005694; GO:0005829; GO:0005654; GO:0005634; GO:0042799; GO:0018024; GO:0016278; GO:0002039; GO:0016279; GO:0003714; GO:0007049; GO:0051301; GO:0000122; GO:0045892; GO:0018026; GO:0043516; GO:1901796; GO:0006351","GO:0018024"
"evm.TU.chromosome_13.1821",3.98472801543282,-3.17698928307928,0.731422882038408,-4.34357382178872,1.40183341179878e-05,0.00126233375239332,"sp|P38657|PDIA3_BOVIN",1.91e-21,"Protein disulfide-isomerase A3 OS=Bos taurus GN=PDIA3 PE=2 SV=1","tr|A0A2B4RI00|A0A2B4RI00_STYPI",1.35e-76,"Protein disulfide-isomerase 2 OS=Stylophora pistillata GN=pdi-2 PE=4 SV=1","ref|XP_020628845.1|",2.12e-86,"protein disulfide-isomerase A3-like [Orbicella faveolata]","GO:0009986; GO:0005783; GO:0005788; GO:0042470; GO:0003756; GO:0045454; GO:0043065; GO:0006457; GO:0034976","GO:0005623; GO:0016853; GO:0045454"
"evm.TU.chromosome_6.94",93.0858886022472,-0.950383911915327,0.21871017464766,-4.34540328746199,1.39020012957909e-05,0.00126233375239332,"sp|Q5TBA9|FRY_HUMAN",0,"Protein furry homolog OS=Homo sapiens GN=FRY PE=1 SV=1","tr|A0A2B4RX04|A0A2B4RX04_STYPI",0,"Protein furry-like OS=Stylophora pistillata GN=FRYL PE=4 SV=1","ref|XP_022798309.1|",0,"LOW QUALITY PROTEIN: protein furry homolog [Stylophora pistillata]","GO:0005938; GO:0005815; GO:0030427; GO:0000922; GO:0004857; GO:0090527; GO:0000902; GO:1904428; GO:0031175",""
"evm.TU.chromosome_5.1425",50.6579022352327,-1.10568079113929,0.255798105460745,-4.32247451226321,1.54288911872918e-05,0.00136508951552324,"sp|Q86WA9|S2611_HUMAN",2.53e-157,"Sodium-independent sulfate anion transporter OS=Homo sapiens GN=SLC26A11 PE=2 SV=2","tr|A0A2B4SR03|A0A2B4SR03_STYPI",0,"Sodium-independent sulfate anion transporter OS=Stylophora pistillata GN=SLC26A11 PE=4 SV=1","ref|XP_020605480.1|",0,"sodium-independent sulfate anion transporter-like isoform X1 [Orbicella faveolata]","GO:0005783; GO:0070062; GO:0005794; GO:0016021; GO:0005887; GO:0043231; GO:0005765; GO:0005654; GO:0005886; GO:0008509; GO:0015301; GO:0015106; GO:0005254; GO:0019531; GO:0008271; GO:0015116; GO:0015701; GO:1902476; GO:0006811; GO:0051453; GO:0042391; GO:0008272","GO:0016021; GO:0008271"
"evm.TU.chromosome_12.491",13.3951471232042,1.51449630317334,0.35401287955284,4.27808249543444,1.88510162587053e-05,0.00159132169090278,"sp|Q8TCU4|ALMS1_HUMAN",6.89e-13,"Alstrom syndrome protein 1 OS=Homo sapiens GN=ALMS1 PE=1 SV=3","tr|A0A2B4RP89|A0A2B4RP89_STYPI",0,"Alstrom syndrome protein 1 OS=Stylophora pistillata GN=ALMS1 PE=4 SV=1","ref|XP_020624522.1|",0,"uncharacterized protein LOC110061991 [Orbicella faveolata]","GO:0005813; GO:0005929; GO:0005829; GO:0000922; GO:0051393; GO:0097711; GO:0016197; GO:0000086; GO:0010389; GO:0051492",""
"evm.TU.chromosome_12.3827",5.35438491639451,6.37071957914309,1.49375504978771,4.26490245509026,1.99989554808707e-05,0.00164816032035737,"sp|P08419|CEL2A_PIG",1.66e-52,"Chymotrypsin-like elastase family member 2A OS=Sus scrofa GN=CELA2A PE=1 SV=1","tr|A0A2B4SI77|A0A2B4SI77_STYPI",5.67e-110,"Transmembrane protease serine 9 OS=Stylophora pistillata GN=TMPRSS9 PE=4 SV=1","ref|XP_020615462.1|",0,"chymotrypsinogen B-like [Orbicella faveolata]","GO:0005615; GO:0004252; GO:0061436","GO:0016021; GO:0004252"
"evm.TU.chromosome_6.299",10.8779361384004,1.66475169147188,0.390387221617436,4.26436010014504,2.00475905490186e-05,0.00164816032035737,"sp|O75330|HMMR_HUMAN",2.79e-36,"Hyaluronan mediated motility receptor OS=Homo sapiens GN=HMMR PE=1 SV=2","tr|A0A2B4SDR5|A0A2B4SDR5_STYPI",0,"Hyaluronan mediated motility receptor OS=Stylophora pistillata GN=HMMR PE=4 SV=1","ref|XP_020619843.1|",0,"hyaluronan-mediated motility receptor-like isoform X1 [Orbicella faveolata]","GO:0009986; GO:0005813; GO:0005829; GO:0016020; GO:0015630; GO:0005886; GO:0005540; GO:0030214; GO:0010389","GO:0005540"
"evm.TU.chromosome_5.2449",50.8787411084988,1.46676986126244,0.345046540389421,4.25093339468653,2.12881473739925e-05,0.00173479727284553,"sp|B1AQJ2|UBP36_MOUSE",5.89e-149,"Ubiquitin carboxyl-terminal hydrolase 36 OS=Mus musculus GN=Usp36 PE=1 SV=1","tr|A0A2B4S491|A0A2B4S491_STYPI",0,"Ubiquitin carboxyl-terminal hydrolase 36 OS=Stylophora pistillata GN=Usp36 PE=4 SV=1","ref|XP_020620661.1|",0,"ubiquitin carboxyl-terminal hydrolase 36-like [Orbicella faveolata]","GO:0016607; GO:0005730; GO:0004843; GO:1903955; GO:0016579; GO:1903146; GO:0006511","GO:0036459; GO:0016579; GO:0006511"
"evm.TU.chromosome_14.6785",213.687433946516,0.697370194311296,0.164299227523191,4.2445129220882,2.19068744050934e-05,0.00175443847606308,"sp|Q13523|PRP4B_HUMAN",0,"Serine/threonine-protein kinase PRP4 homolog OS=Homo sapiens GN=PRPF4B PE=1 SV=3","tr|A0A2B4SSF9|A0A2B4SSF9_STYPI",0,"Serine/threonine-protein kinase PRP4-like OS=Stylophora pistillata GN=PRPF4B PE=4 SV=1","ref|XP_020622688.1|",0,"serine/threonine-protein kinase PRP4 homolog [Orbicella faveolata]","GO:0071013; GO:0005694; GO:0016607; GO:0005524; GO:0004672; GO:0004674; GO:0003723; GO:0000398; GO:0006468; GO:0008380","GO:0005524; GO:0004672"
"evm.TU.chromosome_4.613",39.1371432151287,0.849379053516548,0.200051613974626,4.24579955463034,2.17815290199518e-05,0.00175443847606308,"sp|Q1LY77|SE1BA_DANRE",1.51e-102,"Histone-lysine N-methyltransferase SETD1B-A OS=Danio rerio GN=setd1ba PE=1 SV=2","tr|A0A2B4RQD2|A0A2B4RQD2_STYPI",0,"Histone-lysine N-methyltransferase SETD1B-A OS=Stylophora pistillata GN=setd1ba PE=4 SV=1","ref|XP_020616326.1|",0,"histone-lysine N-methyltransferase SETD1B-like isoform X1 [Orbicella faveolata]","GO:0005694; GO:0016607; GO:0018024; GO:0003723; GO:0002244; GO:0006355; GO:0006351","GO:0005634; GO:0008168; GO:0003723"
"evm.TU.chromosome_4.1832",22.3708554915413,1.09599030928509,0.258517998333835,4.23951259234878,2.24005628561186e-05,0.00177619269348394,"sp|Q6NY52|THOC5_DANRE",0,"THO complex subunit 5 homolog OS=Danio rerio GN=thoc5 PE=2 SV=1","tr|A0A2B4R9R1|A0A2B4R9R1_STYPI",0,"THO complex subunit 5-like OS=Stylophora pistillata GN=thoc5 PE=4 SV=1","ref|XP_020608999.1|",0,"THO complex subunit 5 homolog [Orbicella faveolata]","GO:0005737; GO:0000228; GO:0016607; GO:0000445; GO:0003729; GO:0030154; GO:0006406; GO:0006397; GO:0032786; GO:0008380",""
"evm.TU.chromosome_4.442",6.63170057385083,-2.02897955582849,0.478768776920675,-4.23791118727163,2.25608975060393e-05,0.00177619269348394,NA,NA,NA,"tr|W4XQE1|W4XQE1_STRPU",7.68e-21,"Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1","ref|XP_011670340.1|",2.35e-21,"PREDICTED: serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like [Strongylocentrotus purpuratus]",NA,""
"evm.TU.chromosome_6.17",24.6912502673537,1.09094462087087,0.257834430478453,4.23118285190401,2.32465594269985e-05,0.00181479442921694,"sp|Q9H4K1|RIBC2_HUMAN",9.65e-82,"RIB43A-like with coiled-coils protein 2 OS=Homo sapiens GN=RIBC2 PE=1 SV=1","tr|A0A2B4S782|A0A2B4S782_STYPI",0,"RIB43A-like with coiled-coils protein 2 OS=Stylophora pistillata GN=RIBC2 PE=4 SV=1","ref|XP_020618770.1|",0,"RIB43A-like with coiled-coils protein 2 [Orbicella faveolata]","GO:0005634",""
